freq,v_in, v_out
2.46E+06,1,1.31E-06
2.51E+06,1,1.29E-06
2.57E+06,1,1.27E-06
2.63E+06,1,1.26E-06
2.69E+06,1,1.24E-06
2.75E+06,1,1.23E-06
2.82E+06,1,1.22E-06
2.88E+06,1,1.20E-06
2.95E+06,1,1.19E-06
3.02E+06,1,1.18E-06
3.09E+06,1,1.17E-06
3.16E+06,1,1.16E-06
3.24E+06,1,1.15E-06
3.31E+06,1,1.14E-06
3.39E+06,1,1.13E-06
3.47E+06,1,1.12E-06
3.55E+06,1,1.11E-06
3.63E+06,1,1.10E-06
3.72E+06,1,1.09E-06
3.80E+06,1,1.09E-06
3.89E+06,1,1.08E-06
3.98E+06,1,1.07E-06
4.07E+06,1,1.06E-06
4.17E+06,1,1.06E-06
4.27E+06,1,1.05E-06
4.37E+06,1,1.05E-06
4.47E+06,1,1.04E-06
4.57E+06,1,1.03E-06
4.68E+06,1,1.03E-06
4.79E+06,1,1.02E-06
4.90E+06,1,1.02E-06
5.01E+06,1,1.01E-06
5.13E+06,1,1.01E-06
5.25E+06,1,1.01E-06
5.37E+06,1,1.00E-06
5.50E+06,1,9.98E-07
5.62E+06,1,9.94E-07
5.75E+06,1,9.91E-07
5.89E+06,1,9.88E-07
6.03E+06,1,9.84E-07
6.17E+06,1,9.81E-07
6.31E+06,1,9.78E-07
6.46E+06,1,9.76E-07
6.61E+06,1,9.73E-07
6.76E+06,1,9.70E-07
6.92E+06,1,9.68E-07
7.08E+06,1,9.66E-07
7.24E+06,1,9.63E-07
7.41E+06,1,9.61E-07
7.59E+06,1,9.59E-07
7.76E+06,1,9.57E-07
7.94E+06,1,9.56E-07
8.13E+06,1,9.54E-07
8.32E+06,1,9.52E-07
8.51E+06,1,9.50E-07
8.71E+06,1,9.49E-07
8.91E+06,1,9.47E-07
9.12E+06,1,9.46E-07
9.33E+06,1,9.45E-07
9.55E+06,1,9.43E-07
9.77E+06,1,9.42E-07
1.00E+07,1,9.41E-07
1.02E+07,1,9.40E-07
1.05E+07,1,9.39E-07
1.07E+07,1,9.38E-07
1.10E+07,1,9.37E-07
1.12E+07,1,9.36E-07
1.15E+07,1,9.35E-07
1.18E+07,1,9.34E-07
1.20E+07,1,9.33E-07
1.23E+07,1,9.32E-07
1.26E+07,1,9.32E-07
1.29E+07,1,9.31E-07
1.32E+07,1,9.30E-07
1.35E+07,1,9.30E-07
1.38E+07,1,9.29E-07
1.41E+07,1,9.28E-07
1.45E+07,1,9.28E-07
1.48E+07,1,9.27E-07
1.51E+07,1,9.27E-07
1.55E+07,1,9.26E-07
1.59E+07,1,9.26E-07
1.62E+07,1,9.25E-07
1.66E+07,1,9.25E-07
1.70E+07,1,9.25E-07
1.74E+07,1,9.24E-07
1.78E+07,1,9.24E-07
1.82E+07,1,9.23E-07
1.86E+07,1,9.23E-07
1.91E+07,1,9.23E-07
