freq,v_out1,v_out2,v_out3,v_out4,v_out5,v_out6,v_out7,v_out numF 73  (V),v_out numF 82  (V),v_out numF 91  (V),v_out numF 100  (V),/v_in numF 10  (V),/v_in numF 19  (V),/v_in numF 28  (V),/v_in numF 37  (V),/v_in numF 46  (V),/v_in numF 55  (V),/v_in numF 64  (V),/v_in numF 73  (V),/v_in numF 82  (V),/v_in numF 91  (V),v_in
44.67,322.9E-3,177.0E-3,121.2E-3,92.05E-3,74.17E-3,62.09E-3,53.39E-3,46.83E-3,41.70E-3,37.58E-3,34.21E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
45.71,316.3E-3,173.1E-3,118.5E-3,89.98E-3,72.49E-3,60.68E-3,52.18E-3,45.77E-3,40.75E-3,36.73E-3,33.43E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
46.77,309.9E-3,169.3E-3,115.8E-3,87.95E-3,70.85E-3,59.31E-3,51.00E-3,44.73E-3,39.83E-3,35.90E-3,32.67E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
47.86,303.5E-3,165.6E-3,113.3E-3,85.96E-3,69.25E-3,57.97E-3,49.84E-3,43.71E-3,38.92E-3,35.08E-3,31.93E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
48.98,297.2E-3,161.9E-3,110.7E-3,84.02E-3,67.68E-3,56.65E-3,48.71E-3,42.72E-3,38.04E-3,34.28E-3,31.20E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
50.12,291.1E-3,158.3E-3,108.2E-3,82.13E-3,66.15E-3,55.37E-3,47.60E-3,41.75E-3,37.17E-3,33.50E-3,30.49E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
51.29,285.0E-3,154.8E-3,105.8E-3,80.27E-3,64.65E-3,54.11E-3,46.52E-3,40.80E-3,36.33E-3,32.74E-3,29.80E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
52.48,279.1E-3,151.4E-3,103.4E-3,78.46E-3,63.19E-3,52.88E-3,45.47E-3,39.87E-3,35.50E-3,32.00E-3,29.12E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
53.70,273.2E-3,148.0E-3,101.1E-3,76.68E-3,61.75E-3,51.68E-3,44.44E-3,38.97E-3,34.70E-3,31.27E-3,28.46E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
54.95,267.5E-3,144.7E-3,98.81E-3,74.95E-3,60.36E-3,50.51E-3,43.43E-3,38.08E-3,33.91E-3,30.56E-3,27.81E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
56.23,261.8E-3,141.5E-3,96.59E-3,73.26E-3,58.99E-3,49.37E-3,42.44E-3,37.22E-3,33.14E-3,29.87E-3,27.18E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
57.54,256.3E-3,138.3E-3,94.41E-3,71.60E-3,57.65E-3,48.25E-3,41.48E-3,36.37E-3,32.39E-3,29.19E-3,26.56E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
58.88,250.8E-3,135.3E-3,92.28E-3,69.98E-3,56.34E-3,47.15E-3,40.53E-3,35.55E-3,31.65E-3,28.52E-3,25.96E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
60.26,245.5E-3,132.2E-3,90.20E-3,68.39E-3,55.07E-3,46.08E-3,39.61E-3,34.74E-3,30.93E-3,27.87E-3,25.37E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
61.66,240.2E-3,129.3E-3,88.17E-3,66.85E-3,53.82E-3,45.03E-3,38.71E-3,33.95E-3,30.23E-3,27.24E-3,24.79E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
63.10,235.1E-3,126.4E-3,86.18E-3,65.33E-3,52.60E-3,44.01E-3,37.83E-3,33.18E-3,29.54E-3,26.62E-3,24.23E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
64.57,230.0E-3,123.6E-3,84.23E-3,63.85E-3,51.40E-3,43.01E-3,36.97E-3,32.42E-3,28.87E-3,26.02E-3,23.68E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
66.07,225.1E-3,120.8E-3,82.33E-3,62.41E-3,50.24E-3,42.04E-3,36.13E-3,31.69E-3,28.21E-3,25.42E-3,23.14E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
67.61,220.2E-3,118.1E-3,80.47E-3,60.99E-3,49.10E-3,41.08E-3,35.31E-3,30.97E-3,27.57E-3,24.85E-3,22.61E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
69.18,215.5E-3,115.4E-3,78.65E-3,59.61E-3,47.98E-3,40.15E-3,34.51E-3,30.26E-3,26.94E-3,24.28E-3,22.10E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
70.79,210.8E-3,112.9E-3,76.87E-3,58.26E-3,46.89E-3,39.24E-3,33.73E-3,29.57E-3,26.33E-3,23.73E-3,21.59E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
72.44,206.2E-3,110.3E-3,75.13E-3,56.94E-3,45.83E-3,38.34E-3,32.96E-3,28.90E-3,25.73E-3,23.19E-3,21.10E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
74.13,201.7E-3,107.8E-3,73.43E-3,55.65E-3,44.79E-3,37.47E-3,32.21E-3,28.24E-3,25.15E-3,22.66E-3,20.62E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
75.86,197.3E-3,105.4E-3,71.77E-3,54.38E-3,43.77E-3,36.62E-3,31.48E-3,27.60E-3,24.57E-3,22.15E-3,20.15E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
77.62,193.0E-3,103.0E-3,70.15E-3,53.15E-3,42.78E-3,35.79E-3,30.76E-3,26.97E-3,24.02E-3,21.64E-3,19.70E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
79.43,188.8E-3,100.7E-3,68.56E-3,51.94E-3,41.80E-3,34.98E-3,30.06E-3,26.36E-3,23.47E-3,21.15E-3,19.25E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
81.28,184.6E-3,98.46E-3,67.01E-3,50.76E-3,40.85E-3,34.18E-3,29.38E-3,25.76E-3,22.94E-3,20.67E-3,18.81E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
83.18,180.6E-3,96.24E-3,65.49E-3,49.61E-3,39.93E-3,33.40E-3,28.71E-3,25.18E-3,22.41E-3,20.20E-3,18.38E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
85.11,176.6E-3,94.07E-3,64.01E-3,48.49E-3,39.02E-3,32.64E-3,28.06E-3,24.60E-3,21.90E-3,19.74E-3,17.96E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
87.10,172.7E-3,91.95E-3,62.55E-3,47.39E-3,38.13E-3,31.90E-3,27.42E-3,24.04E-3,21.41E-3,19.29E-3,17.55E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
89.13,168.9E-3,89.87E-3,61.14E-3,46.31E-3,37.27E-3,31.18E-3,26.80E-3,23.50E-3,20.92E-3,18.85E-3,17.16E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
91.20,165.2E-3,87.85E-3,59.75E-3,45.26E-3,36.42E-3,30.47E-3,26.19E-3,22.96E-3,20.44E-3,18.42E-3,16.77E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
93.33,161.5E-3,85.86E-3,58.40E-3,44.23E-3,35.59E-3,29.78E-3,25.59E-3,22.44E-3,19.98E-3,18.00E-3,16.38E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
95.50,157.9E-3,83.92E-3,57.07E-3,43.23E-3,34.78E-3,29.10E-3,25.01E-3,21.93E-3,19.52E-3,17.59E-3,16.01E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
97.72,154.4E-3,82.03E-3,55.78E-3,42.24E-3,33.99E-3,28.44E-3,24.44E-3,21.43E-3,19.08E-3,17.19E-3,15.65E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
100.0,151.0E-3,80.17E-3,54.51E-3,41.28E-3,33.22E-3,27.79E-3,23.89E-3,20.94E-3,18.65E-3,16.80E-3,15.29E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
102.3,147.6E-3,78.36E-3,53.28E-3,40.35E-3,32.46E-3,27.16E-3,23.34E-3,20.47E-3,18.22E-3,16.42E-3,14.94E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
104.7,144.3E-3,76.59E-3,52.07E-3,39.43E-3,31.73E-3,26.54E-3,22.81E-3,20.00E-3,17.81E-3,16.05E-3,14.60E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
107.2,141.1E-3,74.86E-3,50.88E-3,38.53E-3,31.01E-3,25.94E-3,22.29E-3,19.55E-3,17.40E-3,15.68E-3,14.27E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
109.6,138.0E-3,73.16E-3,49.73E-3,37.66E-3,30.30E-3,25.35E-3,21.79E-3,19.10E-3,17.01E-3,15.32E-3,13.95E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
112.2,134.9E-3,71.51E-3,48.60E-3,36.80E-3,29.61E-3,24.77E-3,21.29E-3,18.67E-3,16.62E-3,14.98E-3,13.63E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
114.8,131.9E-3,69.89E-3,47.50E-3,35.97E-3,28.94E-3,24.21E-3,20.81E-3,18.24E-3,16.24E-3,14.63E-3,13.32E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
117.5,128.9E-3,68.30E-3,46.42E-3,35.15E-3,28.28E-3,23.66E-3,20.33E-3,17.83E-3,15.87E-3,14.30E-3,13.01E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
120.2,126.0E-3,66.76E-3,45.36E-3,34.35E-3,27.64E-3,23.12E-3,19.87E-3,17.42E-3,15.51E-3,13.98E-3,12.72E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
123.0,123.2E-3,65.24E-3,44.33E-3,33.57E-3,27.01E-3,22.59E-3,19.42E-3,17.02E-3,15.16E-3,13.66E-3,12.43E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
125.9,120.5E-3,63.77E-3,43.33E-3,32.81E-3,26.39E-3,22.08E-3,18.98E-3,16.64E-3,14.81E-3,13.35E-3,12.15E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
128.8,117.8E-3,62.32E-3,42.34E-3,32.06E-3,25.79E-3,21.58E-3,18.54E-3,16.26E-3,14.47E-3,13.04E-3,11.87E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
131.8,115.1E-3,60.91E-3,41.38E-3,31.33E-3,25.21E-3,21.09E-3,18.12E-3,15.89E-3,14.15E-3,12.75E-3,11.60E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
134.9,112.5E-3,59.53E-3,40.44E-3,30.62E-3,24.63E-3,20.61E-3,17.71E-3,15.53E-3,13.82E-3,12.46E-3,11.34E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
138.0,110.0E-3,58.18E-3,39.52E-3,29.92E-3,24.07E-3,20.14E-3,17.31E-3,15.17E-3,13.51E-3,12.17E-3,11.08E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
141.3,107.5E-3,56.86E-3,38.62E-3,29.24E-3,23.53E-3,19.68E-3,16.91E-3,14.83E-3,13.20E-3,11.90E-3,10.83E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
144.5,105.1E-3,55.57E-3,37.75E-3,28.58E-3,22.99E-3,19.23E-3,16.53E-3,14.49E-3,12.90E-3,11.63E-3,10.58E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
147.9,102.7E-3,54.31E-3,36.89E-3,27.93E-3,22.47E-3,18.79E-3,16.15E-3,14.16E-3,12.61E-3,11.36E-3,10.34E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
151.4,100.4E-3,53.07E-3,36.05E-3,27.29E-3,21.96E-3,18.37E-3,15.78E-3,13.84E-3,12.32E-3,11.10E-3,10.10E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
154.9,98.17E-3,51.87E-3,35.23E-3,26.67E-3,21.46E-3,17.95E-3,15.43E-3,13.52E-3,12.04E-3,10.85E-3,9.873E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
158.5,95.96E-3,50.69E-3,34.43E-3,26.06E-3,20.97E-3,17.54E-3,15.07E-3,13.22E-3,11.77E-3,10.60E-3,9.649E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
162.2,93.79E-3,49.54E-3,33.65E-3,25.47E-3,20.49E-3,17.14E-3,14.73E-3,12.92E-3,11.50E-3,10.36E-3,9.429E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
166.0,91.68E-3,48.42E-3,32.88E-3,24.89E-3,20.03E-3,16.75E-3,14.40E-3,12.62E-3,11.24E-3,10.13E-3,9.214E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
169.8,89.61E-3,47.32E-3,32.13E-3,24.33E-3,19.57E-3,16.37E-3,14.07E-3,12.33E-3,10.98E-3,9.895E-3,9.005E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
173.8,87.58E-3,46.24E-3,31.40E-3,23.77E-3,19.12E-3,16.00E-3,13.75E-3,12.05E-3,10.73E-3,9.670E-3,8.800E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
177.8,85.61E-3,45.19E-3,30.69E-3,23.23E-3,18.69E-3,15.63E-3,13.44E-3,11.78E-3,10.49E-3,9.450E-3,8.600E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
182.0,83.67E-3,44.17E-3,29.99E-3,22.70E-3,18.26E-3,15.28E-3,13.13E-3,11.51E-3,10.25E-3,9.235E-3,8.404E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
186.2,81.78E-3,43.16E-3,29.31E-3,22.19E-3,17.85E-3,14.93E-3,12.83E-3,11.25E-3,10.01E-3,9.025E-3,8.213E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
190.5,79.93E-3,42.18E-3,28.64E-3,21.68E-3,17.44E-3,14.59E-3,12.54E-3,10.99E-3,9.787E-3,8.819E-3,8.026E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
195.0,78.12E-3,41.22E-3,27.99E-3,21.19E-3,17.05E-3,14.26E-3,12.25E-3,10.74E-3,9.564E-3,8.618E-3,7.843E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
199.5,76.36E-3,40.29E-3,27.36E-3,20.71E-3,16.66E-3,13.93E-3,11.97E-3,10.50E-3,9.346E-3,8.422E-3,7.664E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
204.2,74.63E-3,39.37E-3,26.73E-3,20.24E-3,16.28E-3,13.62E-3,11.70E-3,10.26E-3,9.134E-3,8.231E-3,7.490E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
208.9,72.94E-3,38.48E-3,26.13E-3,19.78E-3,15.91E-3,13.31E-3,11.44E-3,10.03E-3,8.926E-3,8.043E-3,7.319E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
213.8,71.29E-3,37.60E-3,25.53E-3,19.33E-3,15.55E-3,13.00E-3,11.18E-3,9.798E-3,8.723E-3,7.860E-3,7.153E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
218.8,69.67E-3,36.75E-3,24.95E-3,18.89E-3,15.19E-3,12.71E-3,10.92E-3,9.575E-3,8.524E-3,7.681E-3,6.990E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
223.9,68.10E-3,35.91E-3,24.38E-3,18.46E-3,14.85E-3,12.42E-3,10.67E-3,9.357E-3,8.330E-3,7.506E-3,6.831E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
229.1,66.55E-3,35.10E-3,23.83E-3,18.04E-3,14.51E-3,12.14E-3,10.43E-3,9.144E-3,8.141E-3,7.336E-3,6.676E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
234.4,65.04E-3,34.30E-3,23.29E-3,17.63E-3,14.18E-3,11.86E-3,10.19E-3,8.936E-3,7.955E-3,7.169E-3,6.524E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
239.9,63.57E-3,33.52E-3,22.76E-3,17.22E-3,13.86E-3,11.59E-3,9.960E-3,8.732E-3,7.774E-3,7.005E-3,6.375E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
245.5,62.13E-3,32.76E-3,22.24E-3,16.83E-3,13.54E-3,11.33E-3,9.733E-3,8.534E-3,7.597E-3,6.846E-3,6.230E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
251.2,60.72E-3,32.01E-3,21.73E-3,16.45E-3,13.23E-3,11.07E-3,9.512E-3,8.339E-3,7.424E-3,6.690E-3,6.088E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
257.0,59.34E-3,31.28E-3,21.24E-3,16.08E-3,12.93E-3,10.82E-3,9.295E-3,8.150E-3,7.255E-3,6.538E-3,5.950E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
263.0,58.00E-3,30.57E-3,20.75E-3,15.71E-3,12.64E-3,10.57E-3,9.084E-3,7.964E-3,7.090E-3,6.389E-3,5.814E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
269.2,56.68E-3,29.88E-3,20.28E-3,15.35E-3,12.35E-3,10.33E-3,8.877E-3,7.783E-3,6.929E-3,6.244E-3,5.682E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
275.4,55.40E-3,29.20E-3,19.82E-3,15.00E-3,12.07E-3,10.09E-3,8.675E-3,7.606E-3,6.771E-3,6.102E-3,5.553E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
281.8,54.14E-3,28.53E-3,19.37E-3,14.66E-3,11.79E-3,9.864E-3,8.478E-3,7.433E-3,6.617E-3,5.963E-3,5.426E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
288.4,52.91E-3,27.88E-3,18.93E-3,14.33E-3,11.53E-3,9.640E-3,8.285E-3,7.263E-3,6.466E-3,5.827E-3,5.303E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
295.1,51.71E-3,27.25E-3,18.50E-3,14.00E-3,11.26E-3,9.421E-3,8.096E-3,7.098E-3,6.319E-3,5.694E-3,5.182E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
302.0,50.53E-3,26.63E-3,18.08E-3,13.68E-3,11.01E-3,9.206E-3,7.912E-3,6.937E-3,6.175E-3,5.565E-3,5.064E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
309.0,49.39E-3,26.03E-3,17.67E-3,13.37E-3,10.76E-3,8.997E-3,7.732E-3,6.779E-3,6.035E-3,5.438E-3,4.949E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
316.2,48.27E-3,25.43E-3,17.26E-3,13.07E-3,10.51E-3,8.792E-3,7.556E-3,6.624E-3,5.897E-3,5.314E-3,4.836E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
323.6,47.17E-3,24.85E-3,16.87E-3,12.77E-3,10.27E-3,8.592E-3,7.384E-3,6.474E-3,5.763E-3,5.193E-3,4.726E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
331.1,46.10E-3,24.29E-3,16.49E-3,12.48E-3,10.04E-3,8.396E-3,7.216E-3,6.326E-3,5.632E-3,5.075E-3,4.618E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
338.8,45.05E-3,23.74E-3,16.11E-3,12.20E-3,9.810E-3,8.205E-3,7.051E-3,6.182E-3,5.504E-3,4.960E-3,4.513E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
346.7,44.03E-3,23.20E-3,15.75E-3,11.92E-3,9.587E-3,8.018E-3,6.891E-3,6.042E-3,5.379E-3,4.847E-3,4.411E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
354.8,43.03E-3,22.67E-3,15.39E-3,11.65E-3,9.368E-3,7.836E-3,6.734E-3,5.904E-3,5.256E-3,4.736E-3,4.310E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
363.1,42.05E-3,22.15E-3,15.04E-3,11.38E-3,9.155E-3,7.657E-3,6.581E-3,5.770E-3,5.136E-3,4.629E-3,4.212E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
371.5,41.09E-3,21.65E-3,14.70E-3,11.12E-3,8.947E-3,7.483E-3,6.431E-3,5.638E-3,5.020E-3,4.523E-3,4.116E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
380.2,40.16E-3,21.16E-3,14.36E-3,10.87E-3,8.743E-3,7.313E-3,6.285E-3,5.510E-3,4.905E-3,4.420E-3,4.022E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
389.0,39.25E-3,20.68E-3,14.03E-3,10.62E-3,8.544E-3,7.146E-3,6.142E-3,5.385E-3,4.794E-3,4.320E-3,3.931E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
398.1,38.36E-3,20.20E-3,13.71E-3,10.38E-3,8.350E-3,6.984E-3,6.002E-3,5.262E-3,4.685E-3,4.221E-3,3.841E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
407.4,37.48E-3,19.75E-3,13.40E-3,10.14E-3,8.160E-3,6.825E-3,5.865E-3,5.142E-3,4.578E-3,4.125E-3,3.754E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
416.9,36.63E-3,19.30E-3,13.10E-3,9.913E-3,7.974E-3,6.669E-3,5.732E-3,5.025E-3,4.474E-3,4.031E-3,3.669E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
426.6,35.80E-3,18.86E-3,12.80E-3,9.687E-3,7.792E-3,6.518E-3,5.601E-3,4.911E-3,4.372E-3,3.940E-3,3.585E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
436.5,34.99E-3,18.43E-3,12.51E-3,9.467E-3,7.615E-3,6.369E-3,5.474E-3,4.799E-3,4.272E-3,3.850E-3,3.503E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
446.7,34.19E-3,18.01E-3,12.22E-3,9.251E-3,7.442E-3,6.224E-3,5.349E-3,4.690E-3,4.175E-3,3.762E-3,3.424E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
457.1,33.41E-3,17.60E-3,11.95E-3,9.041E-3,7.272E-3,6.083E-3,5.227E-3,4.583E-3,4.080E-3,3.677E-3,3.346E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
467.7,32.65E-3,17.20E-3,11.67E-3,8.835E-3,7.107E-3,5.944E-3,5.108E-3,4.479E-3,3.987E-3,3.593E-3,3.270E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
478.6,31.91E-3,16.81E-3,11.41E-3,8.634E-3,6.945E-3,5.809E-3,4.992E-3,4.377E-3,3.896E-3,3.511E-3,3.195E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
489.8,31.19E-3,16.42E-3,11.15E-3,8.437E-3,6.787E-3,5.677E-3,4.879E-3,4.277E-3,3.808E-3,3.431E-3,3.122E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
501.2,30.48E-3,16.05E-3,10.89E-3,8.245E-3,6.632E-3,5.547E-3,4.767E-3,4.180E-3,3.721E-3,3.353E-3,3.051E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
512.9,29.78E-3,15.69E-3,10.65E-3,8.058E-3,6.482E-3,5.421E-3,4.659E-3,4.085E-3,3.636E-3,3.277E-3,2.982E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
524.8,29.11E-3,15.33E-3,10.40E-3,7.874E-3,6.334E-3,5.298E-3,4.553E-3,3.992E-3,3.554E-3,3.202E-3,2.914E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
537.0,28.44E-3,14.98E-3,10.17E-3,7.695E-3,6.190E-3,5.177E-3,4.449E-3,3.901E-3,3.473E-3,3.129E-3,2.848E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
549.5,27.80E-3,14.64E-3,9.936E-3,7.520E-3,6.049E-3,5.059E-3,4.348E-3,3.812E-3,3.394E-3,3.058E-3,2.783E-3,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
