freq,v_out,v_in
31.62E6,1.529E-6,1.000
32.36E6,1.529E-6,1.000
33.11E6,1.529E-6,1.000
33.88E6,1.528E-6,1.000
34.67E6,1.528E-6,1.000
35.48E6,1.528E-6,1.000
36.31E6,1.528E-6,1.000
37.15E6,1.527E-6,1.000
38.02E6,1.527E-6,1.000
38.90E6,1.527E-6,1.000
39.81E6,1.526E-6,1.000
40.74E6,1.526E-6,1.000
41.69E6,1.526E-6,1.000
42.66E6,1.526E-6,1.000
43.65E6,1.525E-6,1.000
44.67E6,1.525E-6,1.000
45.71E6,1.525E-6,1.000
46.77E6,1.524E-6,1.000
47.86E6,1.524E-6,1.000
48.98E6,1.524E-6,1.000
50.12E6,1.524E-6,1.000
51.29E6,1.523E-6,1.000
52.48E6,1.523E-6,1.000
53.70E6,1.523E-6,1.000
54.95E6,1.522E-6,1.000
56.23E6,1.522E-6,1.000
57.54E6,1.522E-6,1.000
58.88E6,1.521E-6,1.000
60.26E6,1.521E-6,1.000
61.66E6,1.520E-6,1.000
63.10E6,1.520E-6,1.000
64.57E6,1.520E-6,1.000
66.07E6,1.519E-6,1.000
67.61E6,1.519E-6,1.000
69.18E6,1.518E-6,1.000
70.79E6,1.518E-6,1.000
72.44E6,1.517E-6,1.000
74.13E6,1.517E-6,1.000
75.86E6,1.516E-6,1.000
77.62E6,1.516E-6,1.000
79.43E6,1.515E-6,1.000
81.28E6,1.514E-6,1.000
83.18E6,1.514E-6,1.000
85.11E6,1.513E-6,1.000
87.10E6,1.512E-6,1.000
89.13E6,1.512E-6,1.000
91.20E6,1.511E-6,1.000
93.33E6,1.510E-6,1.000
95.50E6,1.509E-6,1.000
97.72E6,1.509E-6,1.000
100.0E6,1.508E-6,1.000
102.3E6,1.507E-6,1.000
104.7E6,1.506E-6,1.000
107.2E6,1.505E-6,1.000
109.6E6,1.504E-6,1.000
112.2E6,1.503E-6,1.000
114.8E6,1.502E-6,1.000
117.5E6,1.501E-6,1.000
120.2E6,1.499E-6,1.000
123.0E6,1.498E-6,1.000
125.9E6,1.497E-6,1.000
128.8E6,1.495E-6,1.000
131.8E6,1.494E-6,1.000
134.9E6,1.492E-6,1.000
138.0E6,1.491E-6,1.000
141.3E6,1.489E-6,1.000
144.5E6,1.487E-6,1.000
147.9E6,1.486E-6,1.000
151.4E6,1.484E-6,1.000
154.9E6,1.482E-6,1.000
158.5E6,1.480E-6,1.000
162.2E6,1.478E-6,1.000
166.0E6,1.475E-6,1.000
169.8E6,1.473E-6,1.000
173.8E6,1.471E-6,1.000
177.8E6,1.468E-6,1.000
182.0E6,1.466E-6,1.000
186.2E6,1.463E-6,1.000
190.5E6,1.460E-6,1.000
195.0E6,1.457E-6,1.000
199.5E6,1.454E-6,1.000
204.2E6,1.451E-6,1.000
208.9E6,1.448E-6,1.000
213.8E6,1.444E-6,1.000
218.8E6,1.441E-6,1.000
223.9E6,1.437E-6,1.000
229.1E6,1.433E-6,1.000
234.4E6,1.429E-6,1.000
239.9E6,1.425E-6,1.000
245.5E6,1.421E-6,1.000
251.2E6,1.416E-6,1.000
257.0E6,1.412E-6,1.000
263.0E6,1.407E-6,1.000
269.2E6,1.402E-6,1.000
275.4E6,1.397E-6,1.000
281.8E6,1.392E-6,1.000
288.4E6,1.386E-6,1.000
295.1E6,1.380E-6,1.000
302.0E6,1.374E-6,1.000
309.0E6,1.368E-6,1.000
316.2E6,1.362E-6,1.000
323.6E6,1.356E-6,1.000
331.1E6,1.349E-6,1.000
338.8E6,1.342E-6,1.000
346.7E6,1.335E-6,1.000
354.8E6,1.328E-6,1.000
363.1E6,1.320E-6,1.000
371.5E6,1.312E-6,1.000
380.2E6,1.305E-6,1.000
389.0E6,1.296E-6,1.000
398.1E6,1.288E-6,1.000
407.4E6,1.279E-6,1.000
416.9E6,1.271E-6,1.000
426.6E6,1.262E-6,1.000
436.5E6,1.252E-6,1.000
446.7E6,1.243E-6,1.000
457.1E6,1.233E-6,1.000
467.7E6,1.223E-6,1.000
478.6E6,1.213E-6,1.000
489.8E6,1.203E-6,1.000
501.2E6,1.193E-6,1.000
512.9E6,1.182E-6,1.000
524.8E6,1.171E-6,1.000
537.0E6,1.160E-6,1.000
549.5E6,1.149E-6,1.000
562.3E6,1.137E-6,1.000
575.4E6,1.126E-6,1.000
588.8E6,1.114E-6,1.000
602.6E6,1.102E-6,1.000
616.6E6,1.090E-6,1.000
631.0E6,1.078E-6,1.000
645.7E6,1.066E-6,1.000
660.7E6,1.053E-6,1.000
676.1E6,1.041E-6,1.000
691.8E6,1.028E-6,1.000
707.9E6,1.016E-6,1.000
724.4E6,1.003E-6,1.000
741.3E6,990.0E-9,1.000
758.6E6,977.1E-9,1.000
776.2E6,964.1E-9,1.000
794.3E6,951.1E-9,1.000
812.8E6,938.1E-9,1.000
831.8E6,925.1E-9,1.000
851.1E6,912.0E-9,1.000
871.0E6,899.0E-9,1.000
891.3E6,885.9E-9,1.000
912.0E6,872.9E-9,1.000
933.3E6,859.9E-9,1.000
955.0E6,847.0E-9,1.000
977.2E6,834.1E-9,1.000
1.000E9,821.2E-9,1.000
1.023E9,808.4E-9,1.000
1.047E9,795.7E-9,1.000
1.072E9,783.1E-9,1.000
1.096E9,770.5E-9,1.000
1.122E9,758.1E-9,1.000
1.148E9,745.7E-9,1.000
1.175E9,733.5E-9,1.000
1.202E9,721.4E-9,1.000
1.230E9,709.4E-9,1.000
1.259E9,697.5E-9,1.000
1.288E9,685.8E-9,1.000
1.318E9,674.2E-9,1.000
1.349E9,662.7E-9,1.000
1.380E9,651.4E-9,1.000
1.413E9,640.2E-9,1.000
1.445E9,629.2E-9,1.000
1.479E9,618.4E-9,1.000
1.514E9,607.7E-9,1.000
1.549E9,597.2E-9,1.000
1.585E9,586.8E-9,1.000
1.622E9,576.6E-9,1.000
1.660E9,566.6E-9,1.000
1.698E9,556.7E-9,1.000
1.738E9,547.1E-9,1.000
1.778E9,537.6E-9,1.000
1.820E9,528.2E-9,1.000
1.862E9,519.1E-9,1.000
1.905E9,510.1E-9,1.000
1.950E9,501.3E-9,1.000
1.995E9,492.7E-9,1.000
2.042E9,484.3E-9,1.000
2.089E9,476.0E-9,1.000
2.138E9,467.9E-9,1.000
2.188E9,460.0E-9,1.000
2.239E9,452.2E-9,1.000
2.291E9,444.7E-9,1.000
2.344E9,437.3E-9,1.000
2.399E9,430.1E-9,1.000
2.455E9,423.0E-9,1.000
2.512E9,416.1E-9,1.000
2.570E9,409.4E-9,1.000
2.630E9,402.8E-9,1.000
2.692E9,396.4E-9,1.000
2.754E9,390.2E-9,1.000
2.818E9,384.1E-9,1.000
2.884E9,378.2E-9,1.000
2.951E9,372.4E-9,1.000
3.020E9,366.8E-9,1.000
3.090E9,361.4E-9,1.000
3.162E9,356.1E-9,1.000
3.236E9,350.9E-9,1.000
3.311E9,345.9E-9,1.000
3.388E9,341.0E-9,1.000
3.467E9,336.3E-9,1.000
3.548E9,331.7E-9,1.000
3.631E9,327.2E-9,1.000
3.715E9,322.9E-9,1.000
3.802E9,318.7E-9,1.000
3.890E9,314.6E-9,1.000
3.981E9,310.6E-9,1.000
4.074E9,306.8E-9,1.000
4.169E9,303.1E-9,1.000
4.266E9,299.5E-9,1.000
4.365E9,296.0E-9,1.000
4.467E9,292.7E-9,1.000
4.571E9,289.4E-9,1.000
4.677E9,286.2E-9,1.000
4.786E9,283.2E-9,1.000
4.898E9,280.2E-9,1.000
5.012E9,277.4E-9,1.000
5.129E9,274.6E-9,1.000
5.248E9,272.0E-9,1.000
5.370E9,269.4E-9,1.000
5.495E9,267.0E-9,1.000
5.623E9,264.6E-9,1.000
5.754E9,262.3E-9,1.000
5.888E9,260.0E-9,1.000
6.026E9,257.9E-9,1.000
6.166E9,255.8E-9,1.000
6.310E9,253.9E-9,1.000
6.457E9,251.9E-9,1.000
6.607E9,250.1E-9,1.000
6.761E9,248.3E-9,1.000
6.918E9,246.6E-9,1.000
7.079E9,245.0E-9,1.000
7.244E9,243.4E-9,1.000
7.413E9,241.9E-9,1.000
7.586E9,240.4E-9,1.000
7.762E9,239.0E-9,1.000
7.943E9,237.6E-9,1.000
8.128E9,236.3E-9,1.000
8.318E9,235.1E-9,1.000
8.511E9,233.9E-9,1.000
8.710E9,232.8E-9,1.000
8.913E9,231.6E-9,1.000
9.120E9,230.6E-9,1.000
9.333E9,229.6E-9,1.000
9.550E9,228.6E-9,1.000
9.772E9,227.7E-9,1.000
10.00E9,226.8E-9,1.000
