freq,v_in,v_out
20.42E6,1.000,443.3E-9
20.89E6,1.000,442.9E-9
21.38E6,1.000,442.4E-9
21.88E6,1.000,442.0E-9
22.39E6,1.000,441.5E-9
22.91E6,1.000,441.1E-9
23.44E6,1.000,440.8E-9
23.99E6,1.000,440.4E-9
24.55E6,1.000,440.1E-9
25.12E6,1.000,439.7E-9
25.70E6,1.000,439.4E-9
26.30E6,1.000,439.1E-9
26.92E6,1.000,438.8E-9
27.54E6,1.000,438.5E-9
28.18E6,1.000,438.3E-9
28.84E6,1.000,438.0E-9
29.51E6,1.000,437.8E-9
30.20E6,1.000,437.5E-9
30.90E6,1.000,437.3E-9
31.62E6,1.000,437.1E-9
32.36E6,1.000,436.9E-9
33.11E6,1.000,436.7E-9
33.88E6,1.000,436.5E-9
34.67E6,1.000,436.4E-9
35.48E6,1.000,436.2E-9
36.31E6,1.000,436.0E-9
37.15E6,1.000,435.9E-9
38.02E6,1.000,435.7E-9
38.90E6,1.000,435.6E-9
39.81E6,1.000,435.4E-9
40.74E6,1.000,435.3E-9
41.69E6,1.000,435.2E-9
42.66E6,1.000,435.1E-9
43.65E6,1.000,435.0E-9
44.67E6,1.000,434.8E-9
45.71E6,1.000,434.7E-9
46.77E6,1.000,434.6E-9
47.86E6,1.000,434.5E-9
48.98E6,1.000,434.5E-9
50.12E6,1.000,434.4E-9
51.29E6,1.000,434.3E-9
52.48E6,1.000,434.2E-9
53.70E6,1.000,434.1E-9
54.95E6,1.000,434.0E-9
56.23E6,1.000,434.0E-9
57.54E6,1.000,433.9E-9
58.88E6,1.000,433.8E-9
60.26E6,1.000,433.8E-9
61.66E6,1.000,433.7E-9
63.10E6,1.000,433.6E-9
64.57E6,1.000,433.6E-9
66.07E6,1.000,433.5E-9
67.61E6,1.000,433.5E-9
69.18E6,1.000,433.4E-9
70.79E6,1.000,433.4E-9
72.44E6,1.000,433.3E-9
74.13E6,1.000,433.3E-9
75.86E6,1.000,433.2E-9
77.62E6,1.000,433.2E-9
79.43E6,1.000,433.1E-9
81.28E6,1.000,433.1E-9
83.18E6,1.000,433.0E-9
85.11E6,1.000,433.0E-9
87.10E6,1.000,432.9E-9
89.13E6,1.000,432.9E-9
91.20E6,1.000,432.8E-9
93.33E6,1.000,432.8E-9
95.50E6,1.000,432.7E-9
97.72E6,1.000,432.7E-9
100.0E6,1.000,432.7E-9
102.3E6,1.000,432.6E-9
104.7E6,1.000,432.6E-9
107.2E6,1.000,432.5E-9
109.6E6,1.000,432.5E-9
112.2E6,1.000,432.4E-9
114.8E6,1.000,432.4E-9
117.5E6,1.000,432.3E-9
120.2E6,1.000,432.3E-9
123.0E6,1.000,432.2E-9
125.9E6,1.000,432.2E-9
128.8E6,1.000,432.1E-9
131.8E6,1.000,432.1E-9
134.9E6,1.000,432.0E-9
138.0E6,1.000,432.0E-9
141.3E6,1.000,431.9E-9
144.5E6,1.000,431.9E-9
147.9E6,1.000,431.8E-9
151.4E6,1.000,431.7E-9
154.9E6,1.000,431.7E-9
158.5E6,1.000,431.6E-9
162.2E6,1.000,431.5E-9
166.0E6,1.000,431.5E-9
169.8E6,1.000,431.4E-9
173.8E6,1.000,431.3E-9
177.8E6,1.000,431.2E-9
182.0E6,1.000,431.1E-9
186.2E6,1.000,431.1E-9
190.5E6,1.000,431.0E-9
195.0E6,1.000,430.9E-9
199.5E6,1.000,430.8E-9
204.2E6,1.000,430.7E-9
208.9E6,1.000,430.6E-9
213.8E6,1.000,430.5E-9
218.8E6,1.000,430.3E-9
223.9E6,1.000,430.2E-9
229.1E6,1.000,430.1E-9
234.4E6,1.000,430.0E-9
239.9E6,1.000,429.8E-9
245.5E6,1.000,429.7E-9
251.2E6,1.000,429.5E-9
257.0E6,1.000,429.4E-9
263.0E6,1.000,429.2E-9
269.2E6,1.000,429.0E-9
275.4E6,1.000,428.9E-9
281.8E6,1.000,428.7E-9
288.4E6,1.000,428.5E-9
295.1E6,1.000,428.3E-9
302.0E6,1.000,428.1E-9
309.0E6,1.000,427.9E-9
316.2E6,1.000,427.6E-9
323.6E6,1.000,427.4E-9
331.1E6,1.000,427.1E-9
338.8E6,1.000,426.9E-9
346.7E6,1.000,426.6E-9
354.8E6,1.000,426.3E-9
363.1E6,1.000,426.0E-9
371.5E6,1.000,425.7E-9
380.2E6,1.000,425.4E-9
389.0E6,1.000,425.0E-9
398.1E6,1.000,424.7E-9
407.4E6,1.000,424.3E-9
416.9E6,1.000,423.9E-9
426.6E6,1.000,423.5E-9
436.5E6,1.000,423.1E-9
446.7E6,1.000,422.7E-9
457.1E6,1.000,422.2E-9
467.7E6,1.000,421.7E-9
478.6E6,1.000,421.2E-9
489.8E6,1.000,420.7E-9
501.2E6,1.000,420.2E-9
512.9E6,1.000,419.6E-9
524.8E6,1.000,419.0E-9
537.0E6,1.000,418.4E-9
549.5E6,1.000,417.7E-9
562.3E6,1.000,417.1E-9
575.4E6,1.000,416.4E-9
588.8E6,1.000,415.7E-9
602.6E6,1.000,414.9E-9
616.6E6,1.000,414.1E-9
631.0E6,1.000,413.3E-9
645.7E6,1.000,412.4E-9
660.7E6,1.000,411.6E-9
676.1E6,1.000,410.6E-9
691.8E6,1.000,409.7E-9
707.9E6,1.000,408.7E-9
724.4E6,1.000,407.6E-9
741.3E6,1.000,406.6E-9
758.6E6,1.000,405.5E-9
776.2E6,1.000,404.3E-9
794.3E6,1.000,403.1E-9
812.8E6,1.000,401.8E-9
831.8E6,1.000,400.5E-9
851.1E6,1.000,399.2E-9
871.0E6,1.000,397.8E-9
891.3E6,1.000,396.4E-9
912.0E6,1.000,394.9E-9
933.3E6,1.000,393.3E-9
955.0E6,1.000,391.7E-9
977.2E6,1.000,390.1E-9
1.000E9,1.000,388.4E-9
1.023E9,1.000,386.6E-9
1.047E9,1.000,384.8E-9
1.072E9,1.000,382.9E-9
1.096E9,1.000,381.0E-9
1.122E9,1.000,379.0E-9
1.148E9,1.000,377.0E-9
1.175E9,1.000,374.8E-9
1.202E9,1.000,372.7E-9
1.230E9,1.000,370.4E-9
1.259E9,1.000,368.1E-9
1.288E9,1.000,365.8E-9
1.318E9,1.000,363.4E-9
1.349E9,1.000,360.9E-9
1.380E9,1.000,358.3E-9
1.413E9,1.000,355.7E-9
1.445E9,1.000,353.1E-9
1.479E9,1.000,350.3E-9
1.514E9,1.000,347.5E-9
1.549E9,1.000,344.7E-9
1.585E9,1.000,341.8E-9
1.622E9,1.000,338.8E-9
1.660E9,1.000,335.8E-9
1.698E9,1.000,332.7E-9
1.738E9,1.000,329.6E-9
1.778E9,1.000,326.4E-9
1.820E9,1.000,323.2E-9
1.862E9,1.000,319.9E-9
1.905E9,1.000,316.6E-9
1.950E9,1.000,313.3E-9
1.995E9,1.000,309.9E-9
2.042E9,1.000,306.4E-9
2.089E9,1.000,302.9E-9
2.138E9,1.000,299.4E-9
2.188E9,1.000,295.9E-9
2.239E9,1.000,292.3E-9
2.291E9,1.000,288.7E-9
2.344E9,1.000,285.1E-9
2.399E9,1.000,281.4E-9
2.455E9,1.000,277.7E-9
2.512E9,1.000,274.1E-9
2.570E9,1.000,270.4E-9
2.630E9,1.000,266.7E-9
2.692E9,1.000,262.9E-9
2.754E9,1.000,259.2E-9
2.818E9,1.000,255.5E-9
2.884E9,1.000,251.8E-9
2.951E9,1.000,248.1E-9
3.020E9,1.000,244.4E-9
3.090E9,1.000,240.7E-9
3.162E9,1.000,237.0E-9
3.236E9,1.000,233.3E-9
3.311E9,1.000,229.7E-9
3.388E9,1.000,226.0E-9
3.467E9,1.000,222.4E-9
3.548E9,1.000,218.8E-9
3.631E9,1.000,215.3E-9
3.715E9,1.000,211.7E-9
3.802E9,1.000,208.2E-9
3.890E9,1.000,204.7E-9
3.981E9,1.000,201.3E-9
4.074E9,1.000,197.9E-9
4.169E9,1.000,194.5E-9
4.266E9,1.000,191.2E-9
4.365E9,1.000,187.9E-9
4.467E9,1.000,184.6E-9
4.571E9,1.000,181.4E-9
4.677E9,1.000,178.3E-9
4.786E9,1.000,175.1E-9
4.898E9,1.000,172.1E-9
5.012E9,1.000,169.0E-9
5.129E9,1.000,166.1E-9
5.248E9,1.000,163.1E-9
5.370E9,1.000,160.2E-9
5.495E9,1.000,157.4E-9
5.623E9,1.000,154.6E-9
5.754E9,1.000,151.8E-9
5.888E9,1.000,149.1E-9
6.026E9,1.000,146.5E-9
6.166E9,1.000,143.9E-9
6.310E9,1.000,141.4E-9
6.457E9,1.000,138.9E-9
6.607E9,1.000,136.4E-9
6.761E9,1.000,134.0E-9
6.918E9,1.000,131.7E-9
7.079E9,1.000,129.4E-9
7.244E9,1.000,127.1E-9
7.413E9,1.000,124.9E-9
7.586E9,1.000,122.7E-9
7.762E9,1.000,120.6E-9
7.943E9,1.000,118.6E-9
8.128E9,1.000,116.6E-9
8.318E9,1.000,114.6E-9
8.511E9,1.000,112.7E-9
8.710E9,1.000,110.8E-9
8.913E9,1.000,109.0E-9
9.120E9,1.000,107.2E-9
9.333E9,1.000,105.5E-9
9.550E9,1.000,103.8E-9
9.772E9,1.000,102.1E-9
10.00E9,1.000,100.5E-9
