freq,v_in,v_out
30.90E6,1.000,42.13E-6
31.62E6,1.000,41.17E-6
32.36E6,1.000,40.24E-6
33.11E6,1.000,39.32E-6
33.88E6,1.000,38.43E-6
34.67E6,1.000,37.55E-6
35.48E6,1.000,36.70E-6
36.31E6,1.000,35.86E-6
37.15E6,1.000,35.05E-6
38.02E6,1.000,34.25E-6
38.90E6,1.000,33.47E-6
39.81E6,1.000,32.71E-6
40.74E6,1.000,31.96E-6
41.69E6,1.000,31.24E-6
42.66E6,1.000,30.52E-6
43.65E6,1.000,29.83E-6
44.67E6,1.000,29.15E-6
45.71E6,1.000,28.49E-6
46.77E6,1.000,27.84E-6
47.86E6,1.000,27.21E-6
48.98E6,1.000,26.59E-6
50.12E6,1.000,25.98E-6
51.29E6,1.000,25.39E-6
52.48E6,1.000,24.81E-6
53.70E6,1.000,24.25E-6
54.95E6,1.000,23.70E-6
56.23E6,1.000,23.16E-6
57.54E6,1.000,22.63E-6
58.88E6,1.000,22.11E-6
60.26E6,1.000,21.61E-6
61.66E6,1.000,21.12E-6
63.10E6,1.000,20.64E-6
64.57E6,1.000,20.17E-6
66.07E6,1.000,19.71E-6
67.61E6,1.000,19.26E-6
69.18E6,1.000,18.82E-6
70.79E6,1.000,18.39E-6
72.44E6,1.000,17.98E-6
74.13E6,1.000,17.57E-6
75.86E6,1.000,17.17E-6
77.62E6,1.000,16.78E-6
79.43E6,1.000,16.39E-6
81.28E6,1.000,16.02E-6
83.18E6,1.000,15.66E-6
85.11E6,1.000,15.30E-6
87.10E6,1.000,14.95E-6
89.13E6,1.000,14.61E-6
91.20E6,1.000,14.28E-6
93.33E6,1.000,13.95E-6
95.50E6,1.000,13.64E-6
97.72E6,1.000,13.33E-6
100.0E6,1.000,13.02E-6
102.3E6,1.000,12.73E-6
104.7E6,1.000,12.44E-6
107.2E6,1.000,12.15E-6
109.6E6,1.000,11.88E-6
112.2E6,1.000,11.61E-6
114.8E6,1.000,11.34E-6
117.5E6,1.000,11.08E-6
120.2E6,1.000,10.83E-6
123.0E6,1.000,10.59E-6
125.9E6,1.000,10.34E-6
128.8E6,1.000,10.11E-6
131.8E6,1.000,9.879E-6
134.9E6,1.000,9.654E-6
138.0E6,1.000,9.434E-6
141.3E6,1.000,9.219E-6
144.5E6,1.000,9.010E-6
147.9E6,1.000,8.805E-6
151.4E6,1.000,8.604E-6
154.9E6,1.000,8.408E-6
158.5E6,1.000,8.217E-6
162.2E6,1.000,8.030E-6
166.0E6,1.000,7.847E-6
169.8E6,1.000,7.669E-6
173.8E6,1.000,7.494E-6
177.8E6,1.000,7.324E-6
182.0E6,1.000,7.157E-6
186.2E6,1.000,6.994E-6
190.5E6,1.000,6.835E-6
195.0E6,1.000,6.679E-6
199.5E6,1.000,6.527E-6
204.2E6,1.000,6.379E-6
208.9E6,1.000,6.234E-6
213.8E6,1.000,6.092E-6
218.8E6,1.000,5.953E-6
223.9E6,1.000,5.818E-6
229.1E6,1.000,5.685E-6
234.4E6,1.000,5.556E-6
239.9E6,1.000,5.429E-6
245.5E6,1.000,5.306E-6
251.2E6,1.000,5.185E-6
257.0E6,1.000,5.067E-6
263.0E6,1.000,4.952E-6
269.2E6,1.000,4.839E-6
275.4E6,1.000,4.729E-6
281.8E6,1.000,4.622E-6
288.4E6,1.000,4.516E-6
295.1E6,1.000,4.414E-6
302.0E6,1.000,4.313E-6
309.0E6,1.000,4.215E-6
316.2E6,1.000,4.119E-6
323.6E6,1.000,4.026E-6
331.1E6,1.000,3.934E-6
338.8E6,1.000,3.844E-6
346.7E6,1.000,3.757E-6
354.8E6,1.000,3.672E-6
363.1E6,1.000,3.588E-6
371.5E6,1.000,3.506E-6
380.2E6,1.000,3.427E-6
389.0E6,1.000,3.349E-6
398.1E6,1.000,3.273E-6
407.4E6,1.000,3.198E-6
416.9E6,1.000,3.126E-6
426.6E6,1.000,3.054E-6
436.5E6,1.000,2.985E-6
446.7E6,1.000,2.917E-6
457.1E6,1.000,2.851E-6
467.7E6,1.000,2.786E-6
478.6E6,1.000,2.723E-6
489.8E6,1.000,2.661E-6
501.2E6,1.000,2.600E-6
512.9E6,1.000,2.541E-6
524.8E6,1.000,2.483E-6
537.0E6,1.000,2.427E-6
549.5E6,1.000,2.372E-6
562.3E6,1.000,2.318E-6
575.4E6,1.000,2.265E-6
588.8E6,1.000,2.214E-6
602.6E6,1.000,2.164E-6
616.6E6,1.000,2.114E-6
631.0E6,1.000,2.066E-6
645.7E6,1.000,2.020E-6
660.7E6,1.000,1.974E-6
676.1E6,1.000,1.929E-6
691.8E6,1.000,1.885E-6
707.9E6,1.000,1.842E-6
724.4E6,1.000,1.801E-6
741.3E6,1.000,1.760E-6
758.6E6,1.000,1.720E-6
776.2E6,1.000,1.681E-6
794.3E6,1.000,1.643E-6
812.8E6,1.000,1.605E-6
831.8E6,1.000,1.569E-6
851.1E6,1.000,1.534E-6
871.0E6,1.000,1.499E-6
891.3E6,1.000,1.465E-6
912.0E6,1.000,1.432E-6
933.3E6,1.000,1.399E-6
955.0E6,1.000,1.368E-6
977.2E6,1.000,1.337E-6
1.000E9,1.000,1.306E-6
1.023E9,1.000,1.277E-6
1.047E9,1.000,1.248E-6
1.072E9,1.000,1.220E-6
1.096E9,1.000,1.192E-6
1.122E9,1.000,1.165E-6
1.148E9,1.000,1.139E-6
1.175E9,1.000,1.113E-6
1.202E9,1.000,1.088E-6
1.230E9,1.000,1.064E-6
1.259E9,1.000,1.040E-6
1.288E9,1.000,1.016E-6
1.318E9,1.000,993.3E-9
1.349E9,1.000,970.9E-9
1.380E9,1.000,949.1E-9
1.413E9,1.000,927.8E-9
1.445E9,1.000,906.9E-9
1.479E9,1.000,886.5E-9
1.514E9,1.000,866.6E-9
1.549E9,1.000,847.2E-9
1.585E9,1.000,828.2E-9
1.622E9,1.000,809.7E-9
1.660E9,1.000,791.5E-9
1.698E9,1.000,773.8E-9
1.738E9,1.000,756.5E-9
1.778E9,1.000,739.7E-9
1.820E9,1.000,723.2E-9
1.862E9,1.000,707.0E-9
1.905E9,1.000,691.3E-9
1.950E9,1.000,675.9E-9
1.995E9,1.000,660.9E-9
2.042E9,1.000,646.2E-9
2.089E9,1.000,631.9E-9
2.138E9,1.000,617.9E-9
2.188E9,1.000,604.3E-9
2.239E9,1.000,590.9E-9
2.291E9,1.000,577.9E-9
2.344E9,1.000,565.2E-9
2.399E9,1.000,552.8E-9
2.455E9,1.000,540.6E-9
2.512E9,1.000,528.8E-9
2.570E9,1.000,517.2E-9
2.630E9,1.000,505.9E-9
2.692E9,1.000,494.9E-9
2.754E9,1.000,484.1E-9
2.818E9,1.000,473.6E-9
2.884E9,1.000,463.4E-9
2.951E9,1.000,453.4E-9
3.020E9,1.000,443.6E-9
3.090E9,1.000,434.1E-9
3.162E9,1.000,424.8E-9
3.236E9,1.000,415.7E-9
3.311E9,1.000,406.8E-9
3.388E9,1.000,398.2E-9
3.467E9,1.000,389.7E-9
3.548E9,1.000,381.5E-9
3.631E9,1.000,373.5E-9
3.715E9,1.000,365.6E-9
3.802E9,1.000,358.0E-9
3.890E9,1.000,350.6E-9
3.981E9,1.000,343.3E-9
4.074E9,1.000,336.2E-9
4.169E9,1.000,329.3E-9
4.266E9,1.000,322.6E-9
4.365E9,1.000,316.0E-9
4.467E9,1.000,309.6E-9
4.571E9,1.000,303.3E-9
4.677E9,1.000,297.3E-9
4.786E9,1.000,291.3E-9
4.898E9,1.000,285.6E-9
5.012E9,1.000,279.9E-9
5.129E9,1.000,274.5E-9
5.248E9,1.000,269.1E-9
5.370E9,1.000,263.9E-9
5.495E9,1.000,258.9E-9
5.623E9,1.000,253.9E-9
5.754E9,1.000,249.1E-9
5.888E9,1.000,244.5E-9
6.026E9,1.000,239.9E-9
6.166E9,1.000,235.5E-9
6.310E9,1.000,231.2E-9
6.457E9,1.000,227.0E-9
6.607E9,1.000,222.9E-9
6.761E9,1.000,219.0E-9
6.918E9,1.000,215.1E-9
7.079E9,1.000,211.4E-9
7.244E9,1.000,207.8E-9
7.413E9,1.000,204.2E-9
7.586E9,1.000,200.8E-9
7.762E9,1.000,197.5E-9
7.943E9,1.000,194.2E-9
8.128E9,1.000,191.1E-9
8.318E9,1.000,188.1E-9
8.511E9,1.000,185.1E-9
8.710E9,1.000,182.2E-9
8.913E9,1.000,179.4E-9
9.120E9,1.000,176.7E-9
9.333E9,1.000,174.1E-9
9.550E9,1.000,171.6E-9
9.772E9,1.000,169.1E-9
10.00E9,1.000,166.8E-9
