freq, v_out
1.096E9,915.8E-9
1.122E9,915.8E-9
1.148E9,915.8E-9
1.175E9,915.8E-9
1.202E9,915.8E-9
1.230E9,915.8E-9
1.259E9,915.8E-9
1.288E9,915.8E-9
1.318E9,915.8E-9
1.349E9,915.8E-9
1.380E9,915.8E-9
1.413E9,915.8E-9
1.445E9,915.8E-9
1.479E9,915.8E-9
1.514E9,915.8E-9
1.549E9,915.8E-9
1.585E9,915.8E-9
1.622E9,915.8E-9
1.660E9,915.8E-9
1.698E9,915.8E-9
1.738E9,915.8E-9
1.778E9,915.8E-9
1.820E9,915.8E-9
1.862E9,915.8E-9
1.905E9,915.8E-9
1.950E9,915.8E-9
1.995E9,915.8E-9
2.042E9,915.8E-9
2.089E9,915.8E-9
2.138E9,915.8E-9
2.188E9,915.8E-9
2.239E9,915.8E-9
2.291E9,915.8E-9
2.344E9,915.8E-9
2.399E9,915.8E-9
2.455E9,915.8E-9
2.512E9,915.8E-9
2.570E9,915.8E-9
2.630E9,915.8E-9
2.692E9,915.8E-9
2.754E9,915.8E-9
2.818E9,915.8E-9
2.884E9,915.8E-9
2.951E9,915.8E-9
3.020E9,915.8E-9
3.090E9,915.8E-9
3.162E9,915.8E-9
3.236E9,915.8E-9
3.311E9,915.8E-9
3.388E9,915.8E-9
3.467E9,915.8E-9
3.548E9,915.8E-9
3.631E9,915.8E-9
3.715E9,915.8E-9
3.802E9,915.8E-9
3.890E9,915.8E-9
3.981E9,915.8E-9
4.074E9,915.8E-9
4.169E9,915.8E-9
4.266E9,915.8E-9
4.365E9,915.8E-9
4.467E9,915.8E-9
4.571E9,915.8E-9
4.677E9,915.8E-9
4.786E9,915.8E-9
4.898E9,915.8E-9
5.012E9,915.8E-9
5.129E9,915.8E-9
5.248E9,915.8E-9
5.370E9,915.8E-9
5.495E9,915.8E-9
5.623E9,915.8E-9
5.754E9,915.8E-9
5.888E9,915.8E-9
6.026E9,915.8E-9
6.166E9,915.8E-9
6.310E9,915.8E-9
6.457E9,915.8E-9
6.607E9,915.8E-9
6.761E9,915.8E-9
6.918E9,915.8E-9
7.079E9,915.8E-9
7.244E9,915.8E-9
7.413E9,915.8E-9
7.586E9,915.8E-9
7.762E9,915.8E-9
7.943E9,915.8E-9
8.128E9,915.8E-9
8.318E9,915.8E-9
8.511E9,915.8E-9
8.710E9,915.8E-9
8.913E9,915.8E-9
9.120E9,915.8E-9
9.333E9,915.8E-9
9.550E9,915.8E-9
9.772E9,915.8E-9
10.00E9,915.8E-9
